meter_id,ENERGY SOURCE,startDate,endDate,usage,cost
8448417,Electric,2024-03-07,2024-04-09,17040.0,808.88
8448417,Electric,2024-02-07,2024-03-07,15600.0,782.19
8448417,Electric,2024-01-09,2024-02-07,16160.0,870.85
8448417,Electric,2023-12-08,2024-01-09,17280.0,779.25
8448417,Electric,2023-11-07,2023-12-08,16400.0,789.77
8448417,Electric,2023-10-10,2023-11-07,14640.0,668.04
8448417,Electric,2023-09-11,2023-10-10,15440.0,908.39
8448417,Electric,2023-08-10,2023-09-11,19680.0,1002.59
8448417,Electric,2023-07-13,2023-08-10,18880.0,1012.89
8448417,Electric,2023-06-12,2023-07-13,21280.0,1054.24
8448417,Electric,2023-05-11,2023-06-12,17680.0,881.72
8448417,Electric,2023-04-12,2023-05-11,14800.0,756.99
8448417,Electric,2023-03-08,2023-04-12,18400.0,729.45
8448417,Electric,2023-02-10,2023-03-08,13920.0,645.23
8448417,Electric,2023-01-11,2023-02-10,16880.0,710.43
8448417,Electric,2022-12-09,2023-01-11,17440.0,674.41
8448417,Electric,2022-11-08,2022-12-09,16320.0,621.24
8448417,Electric,2022-10-11,2022-11-08,15120.0,739.73
8448417,Electric,2022-09-12,2022-10-11,16160.0,873.62
8448417,Electric,2022-08-11,2022-09-12,20480.0,944.07
8448417,Electric,2022-07-13,2022-08-11,21840.0,1013.01
8448417,Electric,2022-06-08,2022-07-13,22880.0,958.59
8448417,Electric,2022-05-11,2022-06-08,16640.0,872.07
8448417,Electric,2022-04-07,2022-05-11,17920.0,731.16
8448417,Electric,2022-03-09,2022-04-07,16400.0,759.42
8448417,Electric,2022-02-10,2022-03-09,16000.0,697.15
8448417,Electric,2022-01-12,2022-02-10,18960.0,707.84
8448417,Electric,2021-12-10,2022-01-12,18880.0,755.2
8448417,Electric,2021-11-09,2021-12-10,17360.0,727.58
8448417,Electric,2021-10-13,2021-11-09,14320.0,784.38
8448417,Electric,2021-09-09,2021-10-13,20400.0,950.24
8448417,Electric,2021-08-09,2021-09-09,22800.0,1059.07
8448417,Electric,2021-06-07,2021-08-09,45040.0,2047.83
8448417,Electric,2021-05-06,2021-06-07,19200.0,985.44
8448417,Electric,2021-04-07,2021-05-06,16000.0,737.54
8448417,Electric,2021-03-09,2021-04-07,16400.0,656.87
8448417,Electric,2021-02-08,2021-03-09,18160.0,666.44
8448417,Electric,2020-11-06,2021-02-08,71360.0,2572.26
8448417,Electric,2020-10-08,2020-11-06,8080.0,918.14
8448417,Electric,2020-09-11,2020-10-08,6720.0,832.98
8448417,Electric,2020-08-10,2020-09-11,11120.0,887.28
8448417,Electric,2020-07-07,2020-08-10,12640.0,823.57
8448417,Electric,2020-06-08,2020-07-07,29440.0,1021.43
8448417,Electric,2020-05-08,2020-06-08,31520.0,1120.89
